Column 1,Column 2,Jaccard Index
CM_in_degree,LOUBAR_out_degree,0.007246376811594203
CM_in_degree,CM_out_degree,0.0
CM_in_degree,Arcan_abs,0.0
CM_in_degree,Arcan_norm,0.015151515151515152
Clustering & Authority Score,Clustering & Betweenness Centrality,0.5
Clustering & Authority Score,Clustering & Closeness Centrality,0.16666666666666666
Clustering & Authority Score,Clustering & Degree Centrality,0.16666666666666666
Clustering & Authority Score,Clustering & Eigenvector Centrality,0.0
Clustering & Authority Score,Clustering & Hub Score,0.0
Clustering & Authority Score,Clustering & In-degree Centrality,0.25
Clustering & Authority Score,Clustering & Out-degree Centrality,0.16666666666666666
Clustering & Authority Score,Clustering & PageRank Centrality,0.3333333333333333
Clustering & Authority Score,ER_in_degree,0.0
Clustering & Authority Score,ER_out_degree,0.0
Clustering & Authority Score,LOUBAR_in_degree,0.01680672268907563
Clustering & Authority Score,LOUBAR_out_degree,0.014492753623188406
Clustering & Authority Score,CM_out_degree,0.0
Clustering & Authority Score,Arcan_abs,0.0
Clustering & Authority Score,Arcan_norm,0.030303030303030304
Clustering & Betweenness Centrality,Clustering & Closeness Centrality,0.2
Clustering & Betweenness Centrality,Clustering & Degree Centrality,0.2
Clustering & Betweenness Centrality,Clustering & Eigenvector Centrality,0.0
Clustering & Betweenness Centrality,Clustering & Hub Score,0.0
Clustering & Betweenness Centrality,Clustering & In-degree Centrality,0.3333333333333333
Clustering & Betweenness Centrality,Clustering & Out-degree Centrality,0.2
Clustering & Betweenness Centrality,Clustering & PageRank Centrality,0.5
Clustering & Betweenness Centrality,ER_in_degree,0.0
Clustering & Betweenness Centrality,ER_out_degree,0.0
Clustering & Betweenness Centrality,LOUBAR_in_degree,0.008403361344537815
Clustering & Betweenness Centrality,LOUBAR_out_degree,0.007246376811594203
Clustering & Betweenness Centrality,CM_out_degree,0.0
Clustering & Betweenness Centrality,Arcan_abs,0.0
Clustering & Betweenness Centrality,Arcan_norm,0.015151515151515152
Clustering & Closeness Centrality,Clustering & Degree Centrality,0.25
Clustering & Closeness Centrality,Clustering & Eigenvector Centrality,0.0
Clustering & Closeness Centrality,Clustering & Hub Score,0.0
Clustering & Closeness Centrality,Clustering & In-degree Centrality,0.6
Clustering & Closeness Centrality,Clustering & Out-degree Centrality,0.1111111111111111
Clustering & Closeness Centrality,Clustering & PageRank Centrality,0.4
Clustering & Closeness Centrality,ER_in_degree,0.11764705882352941
Clustering & Closeness Centrality,ER_out_degree,0.0
Clustering & Closeness Centrality,LOUBAR_in_degree,0.04201680672268908
Clustering & Closeness Centrality,LOUBAR_out_degree,0.02877697841726619
Clustering & Closeness Centrality,CM_out_degree,0.0
Clustering & Closeness Centrality,Arcan_abs,0.0
Clustering & Closeness Centrality,Arcan_norm,0.07575757575757576
Clustering & Degree Centrality,Clustering & Eigenvector Centrality,0.0
Clustering & Degree Centrality,Clustering & Hub Score,0.2
Clustering & Degree Centrality,Clustering & In-degree Centrality,0.14285714285714285
Clustering & Degree Centrality,Clustering & Out-degree Centrality,0.1111111111111111
Clustering & Degree Centrality,Clustering & PageRank Centrality,0.4
Clustering & Degree Centrality,ER_in_degree,0.02702702702702703
Clustering & Degree Centrality,ER_out_degree,0.0
Clustering & Degree Centrality,LOUBAR_in_degree,0.04201680672268908
Clustering & Degree Centrality,LOUBAR_out_degree,0.036231884057971016
Clustering & Degree Centrality,CM_out_degree,0.0
Clustering & Degree Centrality,Arcan_abs,0.0
Clustering & Degree Centrality,Arcan_norm,0.07575757575757576
Clustering & Eigenvector Centrality,Clustering & Hub Score,0.0
Clustering & Eigenvector Centrality,Clustering & In-degree Centrality,0.0
Clustering & Eigenvector Centrality,Clustering & Out-degree Centrality,0.0
Clustering & Eigenvector Centrality,Clustering & PageRank Centrality,0.0
Clustering & Eigenvector Centrality,ER_in_degree,0.02702702702702703
Clustering & Eigenvector Centrality,ER_out_degree,0.0
Clustering & Eigenvector Centrality,LOUBAR_in_degree,0.03333333333333333
Clustering & Eigenvector Centrality,LOUBAR_out_degree,0.0
Clustering & Eigenvector Centrality,CM_out_degree,0.0
Clustering & Eigenvector Centrality,Arcan_abs,0.0
Clustering & Eigenvector Centrality,Arcan_norm,0.0
Clustering & Hub Score,Clustering & In-degree Centrality,0.0
Clustering & Hub Score,Clustering & Out-degree Centrality,0.0
Clustering & Hub Score,Clustering & PageRank Centrality,0.0
Clustering & Hub Score,ER_in_degree,0.0
Clustering & Hub Score,ER_out_degree,0.0
Clustering & Hub Score,LOUBAR_in_degree,0.008403361344537815
Clustering & Hub Score,LOUBAR_out_degree,0.007246376811594203
Clustering & Hub Score,CM_out_degree,0.0
Clustering & Hub Score,Arcan_abs,0.0
Clustering & Hub Score,Arcan_norm,0.015151515151515152
Clustering & In-degree Centrality,Clustering & Out-degree Centrality,0.14285714285714285
Clustering & In-degree Centrality,Clustering & PageRank Centrality,0.25
Clustering & In-degree Centrality,ER_in_degree,0.058823529411764705
Clustering & In-degree Centrality,ER_out_degree,0.0
Clustering & In-degree Centrality,LOUBAR_in_degree,0.025210084033613446
Clustering & In-degree Centrality,LOUBAR_out_degree,0.021739130434782608
Clustering & In-degree Centrality,CM_out_degree,0.0
Clustering & In-degree Centrality,Arcan_abs,0.0
Clustering & In-degree Centrality,Arcan_norm,0.045454545454545456
Clustering & Out-degree Centrality,Clustering & PageRank Centrality,0.16666666666666666
Clustering & Out-degree Centrality,ER_in_degree,0.0
Clustering & Out-degree Centrality,ER_out_degree,0.1
Clustering & Out-degree Centrality,LOUBAR_in_degree,0.008130081300813009
Clustering & Out-degree Centrality,LOUBAR_out_degree,0.036231884057971016
Clustering & Out-degree Centrality,CM_out_degree,0.0
Clustering & Out-degree Centrality,Arcan_abs,0.0
Clustering & Out-degree Centrality,Arcan_norm,0.07575757575757576
Clustering & PageRank Centrality,ER_in_degree,0.029411764705882353
Clustering & PageRank Centrality,ER_out_degree,0.0
Clustering & PageRank Centrality,LOUBAR_in_degree,0.01680672268907563
Clustering & PageRank Centrality,LOUBAR_out_degree,0.014492753623188406
Clustering & PageRank Centrality,CM_out_degree,0.0
Clustering & PageRank Centrality,Arcan_abs,0.0
Clustering & PageRank Centrality,Arcan_norm,0.030303030303030304
ER_in_degree,ER_out_degree,0.1076923076923077
ER_in_degree,LOUBAR_in_degree,0.26666666666666666
ER_in_degree,LOUBAR_out_degree,0.08917197452229299
ER_in_degree,CM_out_degree,0.0
ER_in_degree,Arcan_abs,0.16216216216216217
ER_in_degree,Arcan_norm,0.11235955056179775
ER_out_degree,LOUBAR_in_degree,0.046357615894039736
ER_out_degree,LOUBAR_out_degree,0.19594594594594594
ER_out_degree,CM_out_degree,0.0
ER_out_degree,Arcan_abs,0.16666666666666666
ER_out_degree,Arcan_norm,0.10526315789473684
LOUBAR_in_degree,LOUBAR_out_degree,0.3316062176165803
LOUBAR_in_degree,CM_out_degree,0.0
LOUBAR_in_degree,Arcan_abs,0.04878048780487805
LOUBAR_in_degree,Arcan_norm,0.35036496350364965
LOUBAR_out_degree,CM_out_degree,0.0
LOUBAR_out_degree,Arcan_abs,0.04964539007092199
LOUBAR_out_degree,Arcan_norm,0.34210526315789475
CM_out_degree,Arcan_abs,0.0
CM_out_degree,Arcan_norm,0.0
Arcan_abs,Arcan_norm,0.0
